label,book1,author1,book2,author2,id
0,parametric query optimization,"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim",query optimization by predicate move-around,"alon y. levy , inderpal singh mumick , yehoshua sagiv",18_2201
0,garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",extraction of object-oriented structures from existing relational databases,"shekar ramanathan , julia hodges",2119_1912
0,the trigs active object-oriented database system - an overview,"gerti kappel , werner retschitzegger",index configuration in object-oriented databases,elisa bertino,2131_591
0,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer","césar a. galindo-legaria , florian waas",estimating compilation time of a query optimizer,"ihab f. ilyas , jun rao , guy lohman , dengfeng gao , eileen lin",1567_2044
0,query optimization for xml,"jason mchugh , jennifer widom",including group-by in query optimization,"surajit chaudhuri , kyuseok shim",1664_2211
0,sideway value algebra for object-relational databases,"z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde",a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",476_346
0,cache conscious algorithms for relational query processing,"jeffrey f. naughton , ambuj shatdal , chander kant",control strategies for complex relational query processing in shared nothing systems,"lionel brunie , harald kosch",1336_1879
0,commercial use of database technology,harald schöning,declare and sds : early efforts to commercialize deductive database technology,"werner kie &#223; ling , helmut schmidt , werner strau &#223; , gerhard d &#252; nzinger",1940_579
0,medical information systems : characterization and challenges,"lynn l. peterson , jorge c. g. ramirez , lon a. smith",challenges for global information systems,"alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",2393_2245
0,database research at arizona state university,"suzanne w. dietrich , forouzan golshani , susan darling urban","database research at the indian institute of technology , bombay","d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan",1020_320
0,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",vqbd : exploring semistructured data,"sudarshan s. chawathe , thomas baby , jihwang yoo",932_287
0,birch : an efficient data clustering method for very large databases,"raghu ramakrishnan , miron livny , tian zhang",visdb : a system for visualizing large databases,"daniel a. keim , hans-peter kriegel",144_1527
0,synchronizing a database to improve freshness,"junghoo cho , hector garcia-molina",update propagation strategies to improve freshness in lazy master replicated databases,"esther pacitti , eric simon",792_1222
0,xml document versioning,"carlo zaniolo , vassilis j. tsotras , shu-yao chien",efficient schemes for managing multiversionxml documents,"s.-y . chien , v. j. tsotras , c. zaniolo",1739_1235
0,integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",evaluation of remote backup algorithms for transaction-processing systems,"christos a. polyzois , h &#233; ctor garc &#237; a-molina",269_1708
0,efficient execution of joins in a star schema,andreas weininger,efficient mid-query re-optimization of sub-optimal query execution plans,"navin kabra , david j. dewitt",61_1782
0,tods reviewers,richard t. snodgrass,book reviews,karl aberer,2508_512
0,research perspectives for time series management systems,"duri schmidt , angelika kotz dittrich , werner dreyer",using the calanda time series management system,"werner dreyer , angelika kotz dittrich , duri schmidt",1024_1938
0,report on the 4th international conference on mobile data management,"panos k. chrysanthis , arkady b. zaslavsky , morris sloman",report on the 1995 international workshop on temporal databases,"arie segev , christian s. jensen , richard thomas snodgrass",734_1601
0,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",materialized views selection in a multidimensional database,"elena baralis , stefano paraboschi , ernest teniente",2364_949
0,query processing and optimization in oracle rdb,"gennady antoshenkov , mohamed ziauddin",coloring away communication in parallel query optimization,"waqar hasan , rajeev motwani",1169_1442
0,fast algorithms for universal quantification in large databases,"goetz graefe , richard l. cole",fast algorithms for mining association rules in large databases,"rakesh agrawal , ramakrishnan srikant",501_2207
0,user-adaptive exploration of multidimensional data,sunita sarawagi,quasi-cubes : exploiting approximations in multidimensional databases,"daniel barbar &#225; , mark sullivan",924_1863
0,hyperqueries : dynamic distributed query processing on the internet,"alfons kemper , christian wiesner",objectglobe : ubiquitous query processing on the internet,"r. braumandl , m. keidl , a. kemper , d. kossmann , a. kreutz , s. seltzsam , k. stocker",1663_2097
0,mpeg-7 standard for multimedia databases,john r. smith,indexing multimedia databases,christos faloutsos,2272_1542
0,an array-based algorithm for simultaneous multidimensional aggregates,"jeffrey f. naughton , yihong zhao , prasad deshpande",storage estimation for multidimensional aggregates in the presence of hierarchies,"amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy",2292_1131
0,picodbms : scaling down database techniques for the smartcard,"patrick valduriez , philippe pucheral , christophe bobineau , luc bouganim",picodmbs : scaling down database techniques for the smartcard,"christophe bobineau , luc bouganim , philippe pucheral , patrick valduriez",2418_1240
0,an experimental system for object-based sharing in federated databases,"shahram ghandeharizadeh , doug fang",efendi : federated database system of cadlab,"e. radeke , r. b &#246; ttger , b. burkert , y. engel , g. kachel , s. kolmschlag , d. nolte",245_1526
0,estimating page fetches for index scans with finite lru buffers,"k. bernhard schiefer , arun n. swami",estimating page fetches for index scans with finite lru buffers,"arun swami , k. bernhard schiefer",2434_1721
0,selectivity estimation in spatial databases,"viswanath poosala , sridhar ramaswamy , swarup acharya",temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",2369_1827
0,efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",locally adaptive dimensionality reduction for indexing large time series databases,"kaushik chakrabarti , eamonn keogh , sharad mehrotra , michael pazzani",595_535
0,an introduction to deductive database languages and systems,"kotagiri ramamohanarao , james harland","the glue-nail deductive database system : design , implementation , and evaluation","marcia a. derr , shinichi morishita , geoffrey phipps",183_581
1,supporting incremental join queries on ranked inputs,"john r. smith , yuan-chi chang , chung-sheng li , jeffrey scott vitter , apostol natsev",supporting incremental join queries on ranked inputs,"apostol natsev , yuan-chi chang , john r. smith , chung-sheng li , jeffrey scott vitter",1895_1350
1,"watermarking relational data : framework , algorithms and analysis","peter j. haas , rakesh agrawal , jerry kiernan","watermarking relational data : framework , algorithms and analysis","rakesh agrawal , peter j. haas , jerry kiernan",665_2264
0,foundations of preferences in database systems,werner kießling,temporal database system implementations,michael h. b &#246; hlen,2162_1600
0,multidimensional access methods : trees have grown everywhere,"nick roussopoulos , christos faloutsos , timos k. sellis",optimizing multidimensional index trees for main memory access,"kihong kim , sang k. cha , keunjoo kwon",1650_300
0,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",open object database management systems,jos &#233; a. blakeley,973_1675
0,spatial indexing of high-dimensional data based on relative approximation,"shunsuke uemura , masatoshi yoshikawa , yasushi sakurai , haruhiko kojima",quasi-cubes : exploiting approximations in multidimensional databases,"daniel barbar &#225; , mark sullivan",1885_1863
0,an overview of db2 parallel edition,"walter g. wilson , ambuj goyal , sriram padmanabhan , gilles fecteau , anant jhingran , chaitanya k. baru , hui-i hsiao",extracting large data sets using db2 parallel edition,sriram padmanabhan,2500_1091
0,enabling dynamic content caching for database-driven web sites,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan",generating dynamic content at database-backed web servers : cgi-bin vs. mod_perl,"alexandros labrinidis , nick roussopoulos",2464_490
1,discovering all most specific sentences,"sanjeev saluja , hannu toivonen , roni khardon , heikki mannila , ram sewak sharm , dimitrios gunopulos",discovering all most specific sentences,"dimitrios gunopulos , roni khardon , heikki mannila , sanjeev saluja , hannu toivonen , ram sewak sharma",603_2072
0,join algorithm costs revisited,"kotagiri ramamohanarao , evan p. harris",a new join algorithm,"dong keun shin , arnold charles meltzer",369_1693
0,efficient testing of high performance transaction processing systems,"d. wildfogel , ramana yerneni",relaxed transaction processing,"munindar p. singh , christine tomlinson , darrell woelk",963_1669
0,guest editorial,"yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein",guest editorial,"vijay atluri , anupam joshi , yelena yesha",671_2184
0,anatomy of a real e-commerce system,anant jhingran,anatomy of a native xml base management system,"t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",1841_1233
0,efficient schemes for managing multiversionxml documents,"shu-yao chien , carlo zaniolo , vassilis j. tsotras",efficiently publishing relational data as xml documents,"jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald",2125_2107
1,dtl 's dataspot : database exploration as easy as browsing the web,"gadi entin , shai geva , eran palmon , shaul dar",dtl 's dataspot : database exploration as easy as browsing the web ...,"shaul dar , gadi entin , shai geva , eran palmon",758_137
0,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",index configuration in object-oriented databases,elisa bertino,783_591
1,data integration in the large : the challenge of reuse,"leonard j. seligman , arnon rosenthal",data integration in the large : the challenge of reuse,"arnon rosenthal , leonard j. seligman",1902_2231
1,decision tables : scalable classification exploring rdbms capabilities,"hongyan liu , hongjun lu",decision tables : scalable classification exploring rdbms capabilities,"hongjun lu , hongyan liu",504_871
1,flexible and scalable digital library search,"peter m. g. apers , milan petkovic , roelof van zwol , menzo windhouwer , henk ernst blok , martin l. kersten , willem jonker",flexible and scalable digital library search,"henk ernst blok , menzo windhouwer , roelof van zwol , milan petkovic , peter m. g. apers , martin l. kersten , willem jonker",2479_1285
0,modeling high-dimensional index structures using sampling,"christian a. lang , ambuj k. singh",high-dimensional index structures database support for next decade 's applications ( tutorial ),"stefan berchtold , daniel a. keim",2048_177
0,belief reasoning in mls deductive databases,hasan m. jamil,binding propagation in disjunctive databases,sergio greco,2381_778
0,mixed mode xml query processing,"stratis viglas , josef burger , leonidas galanis , jeffrey f. naughton , alan halverson , rajasekar krishnamurthy , david j. dewitt , feng tian , ameet kini , yuan wang , ajith nagaraja rao",approximate query processing using wavelets,"kaushik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim",2149_2104
1,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"stephen blott , roger weber , hans-jörg schek",a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"roger weber , hans-j &#246; rg schek , stephen blott",1889_996
0,dblearn : a system prototype for knowledge discovery in relational databases,"yue huang , yandong cai , yongjian fu , nick cercone , jiawei han",complex relationships and knowledge discovery support in the infoquilt system,"a. sheth , s. thacker , s. patel",1564_2113
0,on effective multi-dimensional indexing for strings,"nick koudas , h. v. jagadish , divesh srivastava",multi-dimensional resource scheduling for parallel queries,"minos n. garofalakis , yannis e. ioannidis",2273_1981
1,tools and transformations - rigorous and otherwise - for practical database design,"david s. reiner , arnon rosenthal",tools and transformations-rigorous and otherwise-for practical database design,"arnon rosenthal , david reiner",2328_1303
0,report on the 1995 international workshop on temporal databases,"arie segev , richard t. snodgrass , christian s. jensen",report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems,opher etzion,1015_480
0,towards a theory of cost management for digital libraries and electronic commerce,"a. prasad sistla , robert h. sloan , yelena yesha , ouri wolfson",data management issues in electronic commerce : guest editor 's introduction,asuman dogac,1128_344
0,locally adaptive dimensionality reduction for indexing large time series databases,"kaushik chakrabarti , eamonn j. keogh , michael j. pazzani , sharad mehrotra",sampling large databases for association rules,hannu toivonen,2613_1088
1,object-oriented features of db2 client/server,hamid pirahesh,object-oriented features of db2 client/server,hamid pirahesh,2217_1628
0,cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",extraction of object-oriented structures from existing relational databases,"shekar ramanathan , julia hodges",1576_1912
0,index configuration in object-oriented databases,elisa bertino,join index hierarchies for supporting efficient navigations in object-oriented databases,"zhaohui xie , jiawei han",644_2259
0,enhanced abstract data types in object-relational databases,praveen seshadri,unisql 's next-generation object-relational database management system,"albert d'andrea , phil janus",7_1885
0,mind your vocabulary : query mapping across heterogeneous information sources,"kevin chen-chuan chang , hector garcia-molina",approximate query translation across heterogeneous information sources,"kevin chen-chuan chang , hector garcia-molina",2450_1401
1,from browsing to interacting : dbms support for responive websites ( abstract ),raghu ramakrishnan,from browsing to interacting : dbms support for responsive websites,raghu ramakrishnan,1383_394
1,constraint databases : a tutorial introduction,jan van den bussche,constraint databases : a tutorial introduction,jan van den bussche,450_458
0,a database system for real-time event aggregation in telecommunication,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott",advances in real-time database systems research,azer bestavros,470_372
1,"high-performance and scalability through application tier,in-memory data management",?,"high-performance and scalability through application tier,in-memory data management",0,954_884
0,static detection of security flaws in object-oriented databases,keishi tajima,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",1985_1463
1,"the new locking , logging , and recovery architecture of microsoft sql server 7.0",david campbell,"the new locking , logging , and recovery architecture of microsoft sql server 7.0",david campbell,2493_787
0,report on the first international workshop an efficient web-based information systems,"omar boucelma , zoé lacroix",report on first international workshop on real-time database systems,"azer bestavros , kwei-jay lin , sang son",448_1873
0,florida international university high performance database research center,"leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton",database research at columbia university,"shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo",2290_229
0,rainbow : multi-xquery optimization using materialized xml views,"brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang",query optimization for selections using bitmaps,ming-chuan wu,2128_207
0,declarative updates of relational databases,weidong chen,extraction of object-oriented structures from existing relational databases,"shekar ramanathan , julia hodges",1491_1912
0,analysis of navigation behaviour in web sites integrating multiple information systems,"myra spiliopoulou , bettina berendt",image mining in iris : integrated retinal information system,"wynne hsu , mong li lee , kheng guan goh",2305_407
0,supporting top-k join queries in relational databases,"walid g. aref , ahmed k. elmagarmid , ihab f. ilyas",preference formulas in relational queries,jan chomicki,1788_2173
0,indexing medium-dimensionality data in oracle,"jayant sharma , kothuri venkata ravi kanth , jay banerjee , siva ravada",indexing images in oracle8i,"melliyal annamalai , rajiv chopra , samuel defazio , susan mavris",918_434
0,foundations of preferences in database systems,werner kießling,advances in real-time database systems research,azer bestavros,2162_372
0,advances in real-time database systems research,azer bestavros,improving timeliness in real-time secure database systems,"sang h. son , rasikan david , bhavani thuraisingham",2178_378
0,"high-dimensional index structures , database support for next decade 's applications ( tutorial )","daniel a. keim , stefan berchtold",the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin ` ichi satoh",496_1837
1,research issues in federated database systems : report of efdbs '97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",research issues in federated database systems : report of efdbs '97 workshop,"s. conrad , b. eaglestone , w. hasselbring , m. roantree , m. sch &#246; hoff , m. str &#228; ssler , m. vermeer , f. saltor",698_1745
0,promises and realities of active database systems,"eric simon , angelika kotz dittrich",temporal conditions and integrity constraints in active database systems,"a. prasad sistla , ouri wolfson",2129_1511
1,implementation and analysis of a parallel collection query language,dan suciu,implementation and analysis of a parallel collection query language,dan suciu,2554_1121
0,research in database engineering at the university of namur,jean-luc hainaut,the database group at university of hagen,"gunter schlageter , thomas berkel , eberhard heuel , silke mittrach , andreas scherer , wolfgang wilkes",667_1583
1,performance of future database systems : bottlenecks and bonananzas,chaitanya k. baru,performance of future database systems : bottlenecks and bonananzas,chaitanya k. baru,1997_1066
0,call for book reviews,karl aberer,book review column,karl aberer,1369_2202
0,what will be - book review,paul w. p. j. grefen,book reviews,karl aberer,1848_2124
0,"world wide database - integrating the web , corba , and databases","kevin smith , athman bouguettaya , mourad ouzzani , james beard , lily hendra , boualem benatallah",carnot and infosleuth : database technology and the world wide web,"d. woelk , b. bohrer , n. jacobs , k. ong , c. tomlinson , c. unnikrishnan",440_1489
0,the dedale system for complex spatial queries,"luc segoufin , philippe rigaux , stéphane grumbach",fast evaluation techniques for complex similarity queries,"klemens b &#246; hm , michael mlivoncic , hans-j &#246; rg schek , roger weber",959_1306
0,parallel mining algorithms for generalized association rules with classification hierarchy,"masaru kitsuregawa , takahiko shintani",data mining with optimized two-dimensional association rules,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",2503_328
0,outlier detection for high dimensional data,"charu c. aggarwal , philip s. yu",materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",343_1001
1,panel : querying networked databases,"divesh srivastava , nick koudas",panel : querying networked databases,"nick koudas , divesh srivastava",1188_2024
0,temporal conditions and integrity constraints in active database systems,"ouri wolfson , a. prasad sistla","active storage hierarchy , database systems and applications - socratic exegesis","felipe cari &#241; o , william o'connell , john burgess , joel h. saltz",2452_839
0,approximate query processing using wavelets,"rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti",approximate query mapping : accounting for translation closeness,"kevin chen-chuan chang , h &#233; ctor garc &#237; a-molina",718_2106
0,dbminer : interactive mining of multiple-level knowledge in relational databases,"wei wang , krzysztof koperski , yongjian fu , osmar r. zaïane , jenny chiang , jiawei han",querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",1283_1046
0,optimizing the secure evaluation of twig queries,"sihem amer-yahia , divesh srivastava , sungran cho , laks v. s. lakshmanan",optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",1531_104
0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"masatoshi yoshikawa , shunsuke uemura , yasushi sakurai , haruhiko kojima",the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin ` ichi satoh",843_1837
0,distributed query evaluation on semistructured data,dan suciu,a query language and optimization techniques for unstructured data,"peter buneman , susan davidson , gerd hillebrand , dan suciu",1480_1992
0,optimizing multi-feature queries for image databases,"ulrich güntzer , werner kießling , wolf-tilo balke",an extendible hash for multi-precision similarity querying of image databases,"shu lin , m. tamer &#214; zsu , vincent oria , raymond t. ng",1034_1287
0,view maintenance in a warehousing environment,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",maintenance of data cubes and summary tables in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick",919_1929
0,distance browsing in spatial databases,"hanan samet , gísli r. hjaltason",incremental distance join algorithms for spatial databases,"g &#237; sli r. hjaltason , hanan samet",1717_1802
0,sampling large databases for association rules,hannu toivonen,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",1428_1108
0,datablitz storage manager : main memory database performance for critical applications,"p. p. s. narayan , s. sudarshan , s. gogate , j. miller , abraham silberschatz , c. gupta , jerry baulier , m. wilder , henry f. korth , peter mcilroy , s. haldar , s. seshadri , philip bohannon , c. wei , a. khivesera , s. joshi , rajeev rastogi , m. nemeth","storhouse metanoia - new applications for database , storage & ; data warehousing","felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess",1713_270
0,algorithms for materialized view design in data warehousing environment,"kamalakar karlapalem , jian yang , qing li",what is the data warehousing problem ? ( are materialized views the answer ? ),"ashish gupta , inderpal singh mumick",744_1127
0,visdb : a system for visualizing large databases,"hans-peter kriegel , daniel a. keim",large databases for remote sensing and gis,a. r. dasgupta,2270_2155
0,algorithms for mining distance-based outliers in large datasets,"raymond t. ng , edwin m. knorr",fast algorithms for maintaining replica consistency in lazy master replicated databases,"esther pacitti , pascale minet , eric simon",2188_828
0,querying and mining data streams : you only get one look,"minos n. garofalakis , johannes gehrke",querying and mining data streams : you only get one look a tutorial,"minos garofalakis , johannes gehrke , rajeev rastogi",1932_761
1,integrating heterogenous overlapping databases through object-oriented transformations,"tore risch , vanja josifovski",integrating heterogenous overlapping databases through object-oriented transformations,"vanja josifovski , tore risch",1815_848
0,a new sql-like operator for mining association rules,"giuseppe psaila , stefano ceri , rosa meo",an efficient algorithm for mining association rules in large databases,"ashoka savasere , edward omiecinski , shamkant b. navathe",538_1471
0,"optimizing queries using materialized views : a practical , scalable solution","per-åke larson , jonathan goldstein",materialized view selection and maintenance using multi-query optimization,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",462_307
0,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",research in information managment at dublin city university,"mark roantree , alan f. smeaton",2091_899
0,parallel mining algorithms for generalized association rules with classification hierarchy,"masaru kitsuregawa , takahiko shintani",an effective hash-based algorithm for mining association rules,"jong soo park , ming-syan chen , philip s. yu",2503_1519
0,report on the first international workshop an efficient web-based information systems,"omar boucelma , zoé lacroix",report from the nsf workshop on workflow and process automation in information systems,"amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf",448_1896
0,the structured information manager : a database system for sgml documents,ron sacks-davis,the mariposa distributed database management system,jeff sidell,1201_1898
0,genesys : a system for efficient spatial query processing,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",geominer : a system prototype for spatial data mining,"jaiwei han , krzysztof koperski , nebojsa stefanovic",2517_1867
0,dwms : data warehouse management system,narendra mohan,a query language for a web-site management system,"mary fernandez , daniela florescu , alon levy , dan suciu",420_1862
0,management of data and services in the environmental information system ( uis ) of baden-württemberg,"wolf-fritz riekert , roland mayer-föll , gerlinde wiest",the ecobase project : database and web technologies for environmental information systems,"luc bouganim , maria claudia cavalcanti , fran &#231; oise fabret , maria luiza campos , fran &#231; ois llirbat , marta mattoso , rubens melo , ana maria moura , esther pacitti , fabio porto , margareth simoes , eric simon , asterio tanaka , patrick valduriez",1276_544
1,v-trees - a storage method for long vector data,"maurício r. mediano , marcelo dreux , marco a. casanova",v-trees - a storage method for long vector data,"maur &#236; cio r. mediano , marco a. casanova , marcelo dreux",1341_2199
0,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",algorithms for mining association rules for binary segmentations of huge categorical databases,"yasuhiko morimoto , takeshi fukuda , hirofumi matsuzawa , takeshi tokuyama , kunikazu yoda",2313_1002
0,an automated system for web portal personalization,"philip s. yu , charu c. aggarwal",an authorization system for digital libraries,"e. ferrari , n.r. adam , v. atluri , e. bertino , u. capuozzo",211_1187
0,approximating aggregate queries about web pages via random walks,"jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz",approximating multi-dimensional aggregate range queries over real attributes,"dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi",21_441
1,"optimizing queries using materialized views : a practical , scalable solution","per-åke larson , jonathan goldstein","optimizing queries using materialized views : a practical , scalable solution","jonathan goldstein , per - &#197; ke larson",462_317
0,view management in multimedia databases,"v. s. subrahmanian , eric lemar , k. selçuk candan",a multi-paradigm querying approach for a generic multimedia database management system,"ji-rong wen , qing li , wei-ying ma , hong-jiang zhang",314_903
0,cache investment : integrating query optimization and distributed data placement,"donald kossmann , gerhard drasch , michael j. franklin",dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",283_952
1,in-memory data management for consumer transactions the times-ten approach,times-ten team,in-memory data management for consumer transactions the timesten approach,corporate timesten team,1058_43
0,database research at columbia university,"kenneth a. ross , gail e. kaiser , luis gravano , salvatore j. stolfo , shih-fu chang",data and knowledge base research at hong kong university of science and technology,"p. drew , b. hamidzadeh , k. karlapalem , a. kean , d. lee , q. li , f. lochovsky , c. d. shum , b. wuthrich",1139_1604
1,efficient filtering of xml documents with xpath expressions,"rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis",efficient filtering of xml documents with xpath expressions,"c.-y . chan , p. felber , m. garofalakis , r. rastogi",753_1229
1,querying shapes of histories,"mohamed zaït , giuseppe psaila , edward l. wimmers , rakesh agrawal",querying shapes of histories,"rakesh agrawal , giuseppe psaila , edward l. wimmers , mohamed za &#239; t",1807_1453
0,prospector : a content-based multimedia server for massively parallel architectures,"g. linderman , alexandros biliris , h. chen , k. ganapathi , euthimios panagos , s. choo , david schrader , william o'connell",a teradata content-based multimedia object manager for massively parallel architectures,"w. o'connell , i. t. ieong , d. schrader , c. watson , g. au , a. biliris , s. choo , p. colin , g. linderman , e. panagos , j. wang , t. walter",1393_1956
1,ptool : a scalable persistent object manager,"xiao qin , robert l. grossman",ptool : a scalable persistent object manager,"r. l. grossman , x. qin",1099_1666
0,the microsoft database research group,"roger s. barga , david b. lomet , per-åke larson , surajit chaudhuri , vivek r. narasayya",the jungle database search engine,"michael b &#246; hlen , linas bukauskas , curtis dyreson",2477_7
0,garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",converting relational to object-oriented databases,joseph fong,2119_1915
0,semantic access : semantic interface for querying databases,"naphtali rishe , rukshan athauda , artyom shaposhnikov , jun yuan , dmitry vasilevsky , xiaoling lu , xiaobin ma , shu-ching chen , alexander vaschillo",a user-centered interface for querying distributed multimedia databases,"isabel f. cruz , kimberly m. james",1268_1
0,using versions in update transactions : application to integrity checking,"dimitri tombroff , eric simon , françois llirbat",maintenance of implication integrity constraints under updates to constraints,"naci s. ishakbeyoglu , z. meral ozsoyoglu",2291_1249
1,incremental maintenance of externally materialized views,"martin staudt , matthias jarke",incremental maintenance of externally materialized views,"martin staudt , matthias jarke",815_1145
1,enhanced abstract data types in object-relational databases,praveen seshadri,enhanced abstract data types in object-relational databases,praveen seshadri,7_1179
0,semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,"dennis mcleod , goksel aslan",semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",120_1521
0,incremental maintenance for non-distributive aggregate functions,"themistoklis palpanas , richard sidle , hamid pirahesh , roberta cochrane",fast incremental maintenance of approximate histograms,"phillip b. gibbons , yossi matias , viswanath poosala",2_539
0,data grid management systems,"arun jagatheesan , arcot rajasekar",data management for pervasive computing,"mitch cherniack , michael j. franklin , stanley b. zdonik",393_1284
0,efficient materialization and use of views in data warehouses,"márcio farias de souza , marcus costa sampaio",automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",394_873
0,relational databases for querying xml documents : limitations and opportunities,"jeffrey f. naughton , kristin tufte , chun zhang , gang he , david j. dewitt , jayavel shanmugasundaram",a general technique for querying xml documents using a relational database system,"jayavel shanmugasundaram , eugene shekita , jerry kiernan , rajasekar krishnamurthy , efstratios viglas , jeffrey naughton , igor tatarinov",1187_569
1,xpath processing in a nutshell,"georg gottlob , christoph koch , reinhard pichler",xpath processing in a nutshell,"georg gottlob , christoph koch , reinhard pichler",1963_901
0,the araneus web-base management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",742_1758
0,specification and implementation of exceptions in workflow management systems,"stefano paraboschi , stefano ceri , fabio casati , giuseppe pozzi",flowback : providing backward recovery for workflow management systems,"bartek kiepuszewski , ralf muhlberger , maria e. orlowska",485_148
1,public : a decision tree classifier that integrates building and pruning,"kyuseok shim , rajeev rastogi",public : a decision tree classifier that integrates building and pruning,"rajeev rastogi , kyuseok shim",2408_1007
0,semantic integration in heterogeneous databases using neural networks,"chris clifton , wen-syan li",heterogeneous database query optimization in db2 universal datajoiner,"shivakumar venkataraman , tian zhang",2570_971
0,lockx : a system for efficiently querying secure xml,"sungran cho , laks v. s. lakshmanan , divesh srivastava , sihem amer-yahia",timber : a native system for querying xml,"stelios paparizos , shurug al-khalifa , adriane chapman , h. v. jagadish , laks v. s. lakshmanan , andrew nierman , jignesh m. patel , divesh srivastava , nuwee wiwatwattana , yuqing wu , cong yu",497_2017
0,spotfire : an information exploration environment,christopher ahlberg,www-udk : a web-based environmental meta-information system,"ralf kramer , ralf nicholai , arne koschel , claudia rolker , peter lockemann , andree keitel , rudolf legat , konrad tirm",1010_1904
0,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",mining quantitative association rules in large relational tables,"ramakrishnan srikant , rakesh agrawal",234_1951
